
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
46:60:B5:58:2A:C2, 2023-07-28 11:38:02, 2023-07-28 11:38:02, -51,        1, (not associated) ,
4E:E3:93:B9:4E:4D, 2023-07-28 11:38:03, 2023-07-28 11:38:03, -59,        4, (not associated) ,
C6:A9:6F:6A:B8:5B, 2023-07-28 11:38:04, 2023-07-28 11:38:05, -55,       10, (not associated) ,
16:31:61:4A:8B:BC, 2023-07-28 11:38:05, 2023-07-28 11:38:05, -57,        1, (not associated) ,
1A:C5:BA:F9:26:A4, 2023-07-28 11:38:05, 2023-07-28 11:48:23, -65,       22, (not associated) ,GIVC
EE:0E:90:F4:1A:62, 2023-07-28 11:38:05, 2023-07-28 11:38:06, -61,        4, (not associated) ,
92:39:91:F4:8F:C6, 2023-07-28 11:38:06, 2023-07-28 11:38:06, -57,        3, (not associated) ,
22:61:78:BA:09:7F, 2023-07-28 11:38:06, 2023-07-28 11:38:06, -59,        2, (not associated) ,
DE:EC:76:8A:75:49, 2023-07-28 11:38:07, 2023-07-28 11:38:08, -53,        6, (not associated) ,
6E:49:3F:9A:E7:DD, 2023-07-28 11:38:08, 2023-07-28 11:38:08, -53,        1, (not associated) ,
E2:06:AF:59:38:F6, 2023-07-28 11:38:09, 2023-07-28 11:38:09, -47,        1, (not associated) ,
3A:DD:9F:7C:81:9F, 2023-07-28 11:38:09, 2023-07-28 11:38:09, -57,        1, (not associated) ,
2E:09:FE:13:D5:6C, 2023-07-28 11:38:09, 2023-07-28 11:38:09, -57,        1, (not associated) ,
72:B0:15:4A:4A:CB, 2023-07-28 11:38:09, 2023-07-28 11:38:10, -53,        7, (not associated) ,
62:BA:AD:AC:CD:C5, 2023-07-28 11:38:09, 2023-07-28 11:38:09, -55,        2, (not associated) ,
EA:70:7D:1C:4A:FD, 2023-07-28 11:38:09, 2023-07-28 11:38:09, -65,        1, (not associated) ,
BA:C5:58:F4:97:A2, 2023-07-28 11:38:10, 2023-07-28 11:38:10, -57,        1, (not associated) ,
0A:BA:86:19:AB:17, 2023-07-28 11:38:10, 2023-07-28 11:38:10, -53,        1, (not associated) ,
CE:09:B8:AF:99:9B, 2023-07-28 11:38:10, 2023-07-28 11:38:10, -57,        2, (not associated) ,
3A:74:33:8D:13:CB, 2023-07-28 11:38:10, 2023-07-28 11:38:10, -51,        1, (not associated) ,
62:48:85:D3:AD:45, 2023-07-28 11:38:10, 2023-07-28 11:38:10, -57,        1, (not associated) ,
4E:F7:61:1E:00:09, 2023-07-28 11:38:10, 2023-07-28 11:38:10, -59,        1, (not associated) ,
7A:B9:6C:73:68:9F, 2023-07-28 11:38:11, 2023-07-28 11:38:11, -61,        1, (not associated) ,
02:3A:47:9D:1A:09, 2023-07-28 11:38:11, 2023-07-28 11:38:11, -57,        2, (not associated) ,
66:59:07:07:81:0B, 2023-07-28 11:38:12, 2023-07-28 11:38:12, -51,        2, (not associated) ,
A6:7F:F4:19:CE:8C, 2023-07-28 11:38:14, 2023-07-28 11:38:14, -57,        1, (not associated) ,
E6:C7:7A:56:7D:7C, 2023-07-28 11:38:14, 2023-07-28 11:38:14, -53,        2, (not associated) ,
CE:AA:B1:A8:EC:41, 2023-07-28 11:38:14, 2023-07-28 11:38:14, -49,        1, (not associated) ,
E6:52:BB:C6:6A:0F, 2023-07-28 11:38:17, 2023-07-28 11:38:17, -53,        1, (not associated) ,
B6:4B:E2:51:5A:63, 2023-07-28 11:38:19, 2023-07-28 11:38:19, -51,        1, (not associated) ,
0E:4C:72:D5:C1:55, 2023-07-28 11:38:20, 2023-07-28 11:38:20, -61,        2, (not associated) ,
72:F1:7E:B0:4B:9A, 2023-07-28 11:38:21, 2023-07-28 11:38:22, -47,        4, (not associated) ,
9E:74:2A:FA:35:9D, 2023-07-28 11:38:23, 2023-07-28 11:38:23, -49,        1, (not associated) ,
CE:FD:ED:B0:83:0E, 2023-07-28 11:38:23, 2023-07-28 11:38:23, -57,        3, (not associated) ,
2E:89:5D:BA:F9:F4, 2023-07-28 11:38:24, 2023-07-28 11:38:24, -59,        1, (not associated) ,GIVC
6A:87:50:43:B7:C1, 2023-07-28 11:38:24, 2023-07-28 11:38:24, -47,        2, (not associated) ,
FA:4D:65:AC:B2:33, 2023-07-28 11:38:24, 2023-07-28 11:38:24, -59,        3, (not associated) ,
CA:D0:7D:ED:DF:F0, 2023-07-28 11:38:25, 2023-07-28 11:38:26, -65,        3, (not associated) ,
AE:62:EE:8A:72:BA, 2023-07-28 11:38:26, 2023-07-28 11:38:26, -55,        1, (not associated) ,
4E:1A:33:0D:3B:F1, 2023-07-28 11:38:26, 2023-07-28 11:38:26, -57,        1, (not associated) ,
D2:5C:59:9F:B9:5A, 2023-07-28 11:38:27, 2023-07-28 11:38:27, -47,        1, (not associated) ,
9E:A0:BD:E5:71:68, 2023-07-28 11:38:27, 2023-07-28 11:38:27, -53,        2, (not associated) ,
8E:A3:BA:30:05:EE, 2023-07-28 11:38:27, 2023-07-28 11:38:27, -49,        2, (not associated) ,
0E:08:0C:2F:9F:1D, 2023-07-28 11:38:27, 2023-07-28 11:38:27, -55,        1, (not associated) ,
FE:36:1D:E2:C6:0C, 2023-07-28 11:38:27, 2023-07-28 11:38:27, -55,        1, (not associated) ,
FA:0E:DE:C4:34:51, 2023-07-28 11:38:28, 2023-07-28 11:38:28, -39,        2, (not associated) ,
26:31:C5:A6:9E:D3, 2023-07-28 11:38:28, 2023-07-28 11:38:28, -45,        1, (not associated) ,
F6:96:2D:28:87:A5, 2023-07-28 11:38:29, 2023-07-28 11:38:29, -39,        1, (not associated) ,
E2:E1:D4:E1:46:F7, 2023-07-28 11:38:29, 2023-07-28 11:38:29, -39,        2, (not associated) ,
FE:2A:B9:A7:AD:30, 2023-07-28 11:38:29, 2023-07-28 11:38:29, -35,        2, (not associated) ,
8A:6D:28:1F:C1:32, 2023-07-28 11:38:29, 2023-07-28 11:38:29, -45,        2, (not associated) ,
16:FA:21:22:C0:82, 2023-07-28 11:38:29, 2023-07-28 11:38:29, -63,        5, (not associated) ,
96:64:81:EA:71:A4, 2023-07-28 11:38:32, 2023-07-28 11:38:33, -51,        5, (not associated) ,
3E:47:90:4A:C1:91, 2023-07-28 11:38:33, 2023-07-28 11:38:33, -57,        1, (not associated) ,GIVC
3A:08:B8:3A:C0:86, 2023-07-28 11:38:34, 2023-07-28 11:38:34, -59,        1, (not associated) ,
6A:29:00:BD:08:78, 2023-07-28 11:38:35, 2023-07-28 11:38:35, -65,        1, (not associated) ,
52:BB:C2:2E:4F:9C, 2023-07-28 11:38:35, 2023-07-28 11:38:35, -77,        1, (not associated) ,
06:53:72:28:B3:EE, 2023-07-28 11:38:35, 2023-07-28 11:38:35, -41,        2, (not associated) ,
3E:92:D1:2E:9A:D1, 2023-07-28 11:38:35, 2023-07-28 11:38:36, -65,        5, (not associated) ,
6E:52:C5:52:19:D6, 2023-07-28 11:38:39, 2023-07-28 11:38:39, -82,        3, (not associated) ,
3A:CA:02:6F:9F:B9, 2023-07-28 11:38:41, 2023-07-28 11:38:41, -49,        2, (not associated) ,
06:42:58:AA:6A:F4, 2023-07-28 11:38:42, 2023-07-28 11:38:42, -65,        1, (not associated) ,
9E:31:31:BD:85:CE, 2023-07-28 11:38:42, 2023-07-28 11:38:42, -55,        2, (not associated) ,
9A:C8:8C:2A:00:04, 2023-07-28 11:38:42, 2023-07-28 11:38:43, -65,        4, (not associated) ,
BE:E0:D1:A5:49:9E, 2023-07-28 11:38:43, 2023-07-28 11:38:43, -59,        1, (not associated) ,GIVC
9E:3A:AF:2A:C0:CF, 2023-07-28 11:38:43, 2023-07-28 11:38:43, -59,        1, (not associated) ,GIVC
E2:79:FC:DD:1B:14, 2023-07-28 11:38:45, 2023-07-28 11:38:45, -59,        2, (not associated) ,
9E:42:66:80:04:FA, 2023-07-28 11:38:45, 2023-07-28 11:38:45, -49,       13, (not associated) ,AndroidShare_1576,AndroidShare_1901,Beeline121
EE:05:FB:3A:7E:C3, 2023-07-28 11:38:46, 2023-07-28 11:38:46, -59,        3, (not associated) ,
EE:4E:ED:03:FE:D0, 2023-07-28 11:38:47, 2023-07-28 11:38:48, -55,        2, (not associated) ,
32:B1:2C:8B:3F:9C, 2023-07-28 11:38:48, 2023-07-28 11:38:49, -59,        2, (not associated) ,
B6:8E:4B:28:98:8D, 2023-07-28 11:38:49, 2023-07-28 11:38:49, -59,        2, (not associated) ,
4A:FE:49:F0:7B:DD, 2023-07-28 11:38:51, 2023-07-28 11:38:51, -55,        3, (not associated) ,
12:D1:5D:49:46:16, 2023-07-28 11:38:53, 2023-07-28 11:38:54, -53,        2, (not associated) ,
E2:1E:A1:6A:EE:86, 2023-07-28 11:38:53, 2023-07-28 11:38:53, -51,        1, (not associated) ,
CA:A0:8A:C0:1C:1A, 2023-07-28 11:38:55, 2023-07-28 11:38:56, -63,        3, (not associated) ,
66:91:10:E7:9B:A4, 2023-07-28 11:38:56, 2023-07-28 11:38:56, -65,        1, (not associated) ,IT2 Wireless
A2:DD:81:B7:85:C7, 2023-07-28 11:38:56, 2023-07-28 11:38:56, -57,        2, (not associated) ,
CE:FD:F0:8E:B6:4F, 2023-07-28 11:38:58, 2023-07-28 11:38:58, -51,        2, (not associated) ,
62:32:4F:54:21:37, 2023-07-28 11:38:58, 2023-07-28 11:38:59, -47,        3, (not associated) ,
0A:3D:79:07:8A:5C, 2023-07-28 11:38:59, 2023-07-28 11:38:59, -67,        1, (not associated) ,
D6:93:F2:94:4A:D8, 2023-07-28 11:39:00, 2023-07-28 11:39:00, -61,        2, (not associated) ,
A6:3D:32:12:0D:2D, 2023-07-28 11:39:01, 2023-07-28 11:39:01, -55,        2, (not associated) ,
56:C1:72:D3:39:1D, 2023-07-28 11:39:03, 2023-07-28 11:39:03, -53,        1, (not associated) ,
62:19:E6:75:29:2C, 2023-07-28 11:39:03, 2023-07-28 11:39:03, -49,        1, (not associated) ,
32:56:A4:57:3A:8E, 2023-07-28 11:39:04, 2023-07-28 11:39:04, -61,        1, (not associated) ,
D2:8D:37:F9:62:30, 2023-07-28 11:39:04, 2023-07-28 11:39:04, -65,        2, (not associated) ,
9E:B9:ED:6D:80:87, 2023-07-28 11:39:04, 2023-07-28 11:39:04, -63,        1, (not associated) ,GIVC
92:D8:59:B4:9F:FC, 2023-07-28 11:39:05, 2023-07-28 11:39:05, -67,        1, (not associated) ,
6E:FB:17:08:98:BB, 2023-07-28 11:39:05, 2023-07-28 11:39:06, -65,        2, (not associated) ,
86:B6:90:87:D0:5C, 2023-07-28 11:39:06, 2023-07-28 11:39:06, -59,        1, (not associated) ,GIVC
4E:CE:B9:B1:4A:7F, 2023-07-28 11:39:07, 2023-07-28 11:39:07, -57,        1, (not associated) ,
5E:08:6A:BD:62:1B, 2023-07-28 11:39:07, 2023-07-28 11:39:08, -63,        2, (not associated) ,
1A:A9:41:CD:AC:01, 2023-07-28 11:39:07, 2023-07-28 11:39:07, -53,        1, (not associated) ,
4E:ED:47:A9:22:8B, 2023-07-28 11:39:08, 2023-07-28 11:39:08, -59,        1, (not associated) ,
46:27:A4:1E:26:F8, 2023-07-28 11:39:09, 2023-07-28 11:39:10, -65,        5, (not associated) ,
C2:7D:13:71:F3:1D, 2023-07-28 11:39:09, 2023-07-28 11:39:09, -63,        1, (not associated) ,GIVC
D6:DE:EE:D5:78:4A, 2023-07-28 11:39:10, 2023-07-28 11:39:10, -67,        5, (not associated) ,
DE:96:03:C9:09:3C, 2023-07-28 11:39:10, 2023-07-28 11:39:10, -63,        1, (not associated) ,GIVC
BE:24:BB:48:7E:44, 2023-07-28 11:39:10, 2023-07-28 11:39:10, -61,        1, (not associated) ,
A2:AC:48:01:D9:51, 2023-07-28 11:39:11, 2023-07-28 11:39:13, -51,        4, (not associated) ,
EA:29:42:70:89:E0, 2023-07-28 11:39:11, 2023-07-28 11:39:12, -51,        6, (not associated) ,
1E:60:BD:AA:17:62, 2023-07-28 11:39:12, 2023-07-28 11:39:13, -55,        4, (not associated) ,
DA:74:01:DE:51:49, 2023-07-28 11:39:12, 2023-07-28 11:39:12, -67,        1, (not associated) ,
2A:11:2A:50:41:0B, 2023-07-28 11:39:14, 2023-07-28 11:39:14, -53,        2, (not associated) ,
2A:8B:B9:D7:B8:50, 2023-07-28 11:39:15, 2023-07-28 11:39:15, -61,        1, (not associated) ,GIVC
8E:EA:DF:84:80:9E, 2023-07-28 11:39:15, 2023-07-28 11:39:16, -59,        3, (not associated) ,
66:9C:3C:BD:26:D4, 2023-07-28 11:39:16, 2023-07-28 11:39:16, -51,        2, (not associated) ,
12:C5:0E:F1:59:37, 2023-07-28 11:39:17, 2023-07-28 11:39:18, -61,        3, (not associated) ,
E2:07:52:8E:86:19, 2023-07-28 11:39:18, 2023-07-28 11:39:18, -55,        1, (not associated) ,
C2:85:99:B7:15:AA, 2023-07-28 11:39:19, 2023-07-28 11:39:19, -55,        2, (not associated) ,
0E:EF:92:C9:8E:77, 2023-07-28 11:39:20, 2023-07-28 11:39:21, -47,        2, (not associated) ,
16:C0:1C:35:2D:24, 2023-07-28 11:39:22, 2023-07-28 11:39:22, -57,        1, (not associated) ,
1E:AB:07:F0:47:11, 2023-07-28 11:39:22, 2023-07-28 11:39:22, -57,        1, (not associated) ,
C2:D1:AD:90:FE:D2, 2023-07-28 11:39:23, 2023-07-28 11:39:23, -55,        2, (not associated) ,
AA:F7:CD:F0:C5:D3, 2023-07-28 11:39:23, 2023-07-28 11:39:23, -69,        1, (not associated) ,GIVC
CA:BF:A5:84:6C:46, 2023-07-28 11:39:24, 2023-07-28 11:39:25, -55,        2, (not associated) ,
26:7B:96:24:E4:6D, 2023-07-28 11:39:26, 2023-07-28 11:39:27, -61,        2, (not associated) ,
4A:47:D4:18:1C:66, 2023-07-28 11:39:28, 2023-07-28 11:39:29, -67,        3, (not associated) ,
EA:5A:8A:94:3D:35, 2023-07-28 11:39:28, 2023-07-28 11:39:28, -43,        2, (not associated) ,
BA:CD:BF:3C:A8:D3, 2023-07-28 11:39:29, 2023-07-28 11:39:29, -71,        1, (not associated) ,
A2:51:68:77:E0:B0, 2023-07-28 11:39:29, 2023-07-28 11:39:29, -67,        1, (not associated) ,
9A:90:07:9D:CC:94, 2023-07-28 11:39:29, 2023-07-28 11:39:30, -57,        3, (not associated) ,
0E:EF:92:B1:7C:8D, 2023-07-28 11:39:30, 2023-07-28 11:39:31, -43,        4, (not associated) ,
46:50:5C:CA:5D:AC, 2023-07-28 11:39:32, 2023-07-28 11:39:32, -55,        1, (not associated) ,
F6:13:58:18:EC:CD, 2023-07-28 11:39:32, 2023-07-28 11:39:32, -53,        4, (not associated) ,IT2 Wireless
6A:29:37:0F:04:CF, 2023-07-28 11:39:35, 2023-07-28 11:39:35, -57,        1, (not associated) ,
E6:51:D6:B6:E6:F4, 2023-07-28 11:39:35, 2023-07-28 11:39:35, -61,        2, (not associated) ,
BE:80:17:E2:25:9A, 2023-07-28 11:39:36, 2023-07-28 11:39:36, -63,        1, (not associated) ,
FE:41:FA:D9:D3:5F, 2023-07-28 11:39:36, 2023-07-28 11:39:37, -57,        6, (not associated) ,
1A:89:85:64:5B:35, 2023-07-28 11:39:36, 2023-07-28 11:39:36, -63,        3, (not associated) ,IT2 Wireless
F2:9D:CB:C5:17:3A, 2023-07-28 11:39:37, 2023-07-28 11:39:37, -59,        1, (not associated) ,
CE:B0:AA:CD:10:8A, 2023-07-28 11:39:38, 2023-07-28 11:39:38, -59,        1, (not associated) ,
6A:34:5E:0B:83:45, 2023-07-28 11:39:38, 2023-07-28 11:39:39, -59,        3, (not associated) ,
F6:FF:DA:36:DD:02, 2023-07-28 11:39:39, 2023-07-28 11:39:39, -63,        1, (not associated) ,
8A:79:BD:10:C9:BA, 2023-07-28 11:39:40, 2023-07-28 11:39:40, -57,        1, (not associated) ,GIVC
72:2A:ED:44:99:67, 2023-07-28 11:39:40, 2023-07-28 11:39:40, -65,        1, (not associated) ,GIVC
32:B3:C1:C8:B5:79, 2023-07-28 11:39:40, 2023-07-28 11:39:40, -61,        1, (not associated) ,GIVC
2A:B6:74:18:F1:77, 2023-07-28 11:39:40, 2023-07-28 11:39:40, -57,        1, (not associated) ,GIVC
CE:A8:17:15:58:ED, 2023-07-28 11:39:40, 2023-07-28 11:39:40, -59,        1, (not associated) ,GIVC
76:D3:55:13:DB:CC, 2023-07-28 11:39:40, 2023-07-28 11:39:40, -51,        2, 00:26:99:BA:75:80,GIVC
FA:F5:E8:29:83:CB, 2023-07-28 11:39:40, 2023-07-28 11:39:40, -51,        1, (not associated) ,
72:E1:82:66:B0:FB, 2023-07-28 11:39:41, 2023-07-28 11:39:41, -59,        1, (not associated) ,
EE:22:F8:AA:2C:0C, 2023-07-28 11:39:41, 2023-07-28 11:39:42, -61,        3, (not associated) ,
1E:95:89:3A:88:AB, 2023-07-28 11:39:43, 2023-07-28 11:39:45, -55,        5, (not associated) ,
56:DE:BF:46:36:B0, 2023-07-28 11:39:44, 2023-07-28 11:39:44, -61,        1, (not associated) ,
8A:EF:44:55:51:6B, 2023-07-28 11:39:46, 2023-07-28 11:39:46, -67,        1, (not associated) ,
82:06:39:94:59:01, 2023-07-28 11:39:49, 2023-07-28 11:39:50, -65,        5, (not associated) ,
E6:90:7F:5F:45:4B, 2023-07-28 11:39:51, 2023-07-28 11:39:51, -61,        3, (not associated) ,
6E:53:45:FE:39:3F, 2023-07-28 11:39:51, 2023-07-28 11:39:51, -61,        2, (not associated) ,
32:4D:2A:CF:D0:5C, 2023-07-28 11:39:52, 2023-07-28 11:39:52, -57,        1, (not associated) ,
26:B2:BA:E8:E3:DE, 2023-07-28 11:39:54, 2023-07-28 11:39:54, -57,        1, (not associated) ,
6A:0F:A5:93:33:C4, 2023-07-28 11:39:55, 2023-07-28 11:39:55, -57,        1, (not associated) ,
82:F7:D1:B6:8B:CE, 2023-07-28 11:39:56, 2023-07-28 11:39:56, -61,        2, (not associated) ,
0A:A1:73:F6:FF:47, 2023-07-28 11:39:57, 2023-07-28 11:39:58, -61,        3, (not associated) ,
BE:EB:BE:9D:91:37, 2023-07-28 11:39:59, 2023-07-28 11:40:00, -59,        2, (not associated) ,
9E:22:48:A5:40:FB, 2023-07-28 11:40:01, 2023-07-28 11:40:02, -63,        2, (not associated) ,
0A:A3:14:C5:FB:48, 2023-07-28 11:40:02, 2023-07-28 11:40:02, -67,        1, (not associated) ,
BE:26:18:3B:31:8E, 2023-07-28 11:40:03, 2023-07-28 11:40:04, -63,        6, (not associated) ,
5E:2D:D0:52:04:DA, 2023-07-28 11:40:03, 2023-07-28 11:40:03, -45,        1, (not associated) ,
72:2C:08:38:7C:93, 2023-07-28 11:40:05, 2023-07-28 11:40:05, -57,        2, (not associated) ,
5A:A5:0F:E9:4F:CA, 2023-07-28 11:40:06, 2023-07-28 11:40:06, -59,        1, (not associated) ,
72:AC:A7:08:C6:3C, 2023-07-28 11:40:06, 2023-07-28 11:40:06, -57,        2, (not associated) ,
F6:41:40:BF:5C:A7, 2023-07-28 11:40:07, 2023-07-28 11:40:07, -43,        1, (not associated) ,
5E:B8:0B:8C:71:85, 2023-07-28 11:40:07, 2023-07-28 11:40:07, -35,        1, (not associated) ,
CA:A9:6F:57:E4:3D, 2023-07-28 11:40:08, 2023-07-28 11:40:09, -61,        3, (not associated) ,
16:A1:66:B8:8F:82, 2023-07-28 11:40:08, 2023-07-28 11:40:08, -57,        1, (not associated) ,
0E:04:27:D5:0F:C1, 2023-07-28 11:40:09, 2023-07-28 11:40:09, -63,        1, (not associated) ,
82:B0:08:40:93:A3, 2023-07-28 11:40:09, 2023-07-28 11:40:09, -67,        1, (not associated) ,
8E:A5:15:86:E8:0F, 2023-07-28 11:40:09, 2023-07-28 11:40:09, -61,        1, (not associated) ,
76:D4:88:3F:68:43, 2023-07-28 11:40:10, 2023-07-28 11:40:10, -59,        2, (not associated) ,
EA:3D:F5:7B:E4:6D, 2023-07-28 11:40:13, 2023-07-28 11:40:13, -59,        1, (not associated) ,
B2:B9:A8:FD:9E:00, 2023-07-28 11:40:14, 2023-07-28 11:40:14, -57,        3, (not associated) ,
0A:43:38:EB:46:E0, 2023-07-28 11:40:15, 2023-07-28 11:40:15, -61,        1, (not associated) ,
32:F2:35:87:FB:84, 2023-07-28 11:40:15, 2023-07-28 11:40:16, -63,        4, (not associated) ,
FE:55:B6:8E:98:FD, 2023-07-28 11:40:19, 2023-07-28 11:40:19, -57,        2, (not associated) ,
BA:76:D1:95:A8:28, 2023-07-28 11:40:22, 2023-07-28 11:40:22, -63,        1, (not associated) ,GIVC
46:C2:F4:17:41:FA, 2023-07-28 11:40:22, 2023-07-28 11:40:22, -63,        1, (not associated) ,GIVC
12:F8:88:59:92:BB, 2023-07-28 11:40:22, 2023-07-28 11:40:22, -63,        2, (not associated) ,GIVC
B6:F8:12:B3:5B:09, 2023-07-28 11:40:22, 2023-07-28 11:40:22, -63,        1, (not associated) ,GIVC
C2:92:C5:9A:CD:6A, 2023-07-28 11:40:22, 2023-07-28 11:40:23, -59,        4, (not associated) ,
C6:D9:DD:7D:A8:60, 2023-07-28 11:40:23, 2023-07-28 11:40:23, -55,        3, (not associated) ,1
D6:29:66:4D:3A:6F, 2023-07-28 11:40:24, 2023-07-28 11:40:25, -63,        2, (not associated) ,
8E:5F:23:69:81:EB, 2023-07-28 11:40:26, 2023-07-28 11:40:27, -63,        6, (not associated) ,
12:96:B7:81:AE:EA, 2023-07-28 11:40:27, 2023-07-28 11:40:27, -69,        1, (not associated) ,
06:26:6E:14:49:62, 2023-07-28 11:40:28, 2023-07-28 11:40:28, -57,        2, (not associated) ,
06:EB:89:F6:48:B6, 2023-07-28 11:40:30, 2023-07-28 11:40:30, -77,        1, (not associated) ,
FA:5E:01:63:1D:10, 2023-07-28 11:40:30, 2023-07-28 11:40:30, -59,        1, (not associated) ,
2A:B6:4A:0E:B8:0C, 2023-07-28 11:40:30, 2023-07-28 11:40:30, -63,        2, (not associated) ,
A2:39:1B:4F:E6:C5, 2023-07-28 11:40:31, 2023-07-28 11:40:32, -59,        3, (not associated) ,
52:9D:1C:F3:70:98, 2023-07-28 11:40:32, 2023-07-28 11:40:32, -59,        1, (not associated) ,
E6:79:E9:21:E7:5A, 2023-07-28 11:40:32, 2023-07-28 11:40:32, -49,        1, (not associated) ,
52:0C:5C:5E:E1:F5, 2023-07-28 11:40:33, 2023-07-28 11:40:33, -65,        1, (not associated) ,
0E:16:83:13:D7:52, 2023-07-28 11:40:36, 2023-07-28 11:40:36, -61,        4, (not associated) ,
F2:A4:BE:61:C6:EF, 2023-07-28 11:40:37, 2023-07-28 11:40:37, -61,        4, (not associated) ,
8E:C9:67:D0:81:B9, 2023-07-28 11:40:37, 2023-07-28 11:40:37, -61,        1, 00:26:99:F2:7A:E2,
82:4F:03:65:5A:42, 2023-07-28 11:40:40, 2023-07-28 11:40:40, -69,        1, (not associated) ,GIVC
1A:A6:15:66:FD:19, 2023-07-28 11:40:40, 2023-07-28 11:40:41, -59,        5, (not associated) ,
BA:85:E9:BD:9B:88, 2023-07-28 11:40:42, 2023-07-28 11:40:42, -67,        1, (not associated) ,
2E:54:4E:F8:34:89, 2023-07-28 11:40:42, 2023-07-28 11:40:43, -67,        4, (not associated) ,
42:01:15:4C:43:E2, 2023-07-28 11:40:45, 2023-07-28 11:40:45, -43,        9, (not associated) ,AndroidShare_1901,Beeline121,AndroidShare_1576
C2:8C:A8:B2:F7:4F, 2023-07-28 11:40:46, 2023-07-28 11:40:47, -67,        3, (not associated) ,
9E:CD:6D:FC:69:72, 2023-07-28 11:40:47, 2023-07-28 11:40:48, -63,        3, (not associated) ,
E2:1A:74:08:64:14, 2023-07-28 11:40:49, 2023-07-28 11:40:50, -61,        4, (not associated) ,
5A:DE:A1:AA:3C:E2, 2023-07-28 11:40:51, 2023-07-28 11:40:51, -59,        3, (not associated) ,
3E:30:68:BD:73:DA, 2023-07-28 11:40:54, 2023-07-28 11:40:54, -51,        2, (not associated) ,
8E:A4:3C:24:80:65, 2023-07-28 11:40:54, 2023-07-28 11:40:54, -61,        1, (not associated) ,
2E:0A:FF:33:9E:7C, 2023-07-28 11:40:54, 2023-07-28 11:40:55, -55,        4, (not associated) ,
16:DD:44:38:0E:D3, 2023-07-28 11:40:54, 2023-07-28 11:40:54, -61,        2, (not associated) ,
F2:DF:BC:E9:6C:F0, 2023-07-28 11:40:56, 2023-07-28 11:40:56, -65,        1, (not associated) ,GIVC
B2:62:50:5F:FB:56, 2023-07-28 11:40:56, 2023-07-28 11:40:57, -69,        5, (not associated) ,
D2:03:5B:E1:66:52, 2023-07-28 11:40:58, 2023-07-28 11:40:58, -47,        1, (not associated) ,
82:6A:8B:A7:1B:FE, 2023-07-28 11:40:58, 2023-07-28 11:40:58, -39,        2, (not associated) ,
86:B7:DE:7B:C3:17, 2023-07-28 11:40:58, 2023-07-28 11:40:58, -51,        1, (not associated) ,
62:01:9A:BB:BA:A4, 2023-07-28 11:40:58, 2023-07-28 11:40:58, -49,        1, (not associated) ,
0A:E2:47:10:90:B8, 2023-07-28 11:40:58, 2023-07-28 11:40:58, -49,        2, (not associated) ,
06:67:6B:AD:F7:E1, 2023-07-28 11:40:58, 2023-07-28 11:40:58, -51,        1, (not associated) ,
0E:BD:15:7C:3B:1A, 2023-07-28 11:40:59, 2023-07-28 11:40:59, -61,        1, (not associated) ,
DA:A0:2F:22:FD:EB, 2023-07-28 11:41:00, 2023-07-28 11:41:01, -67,        3, (not associated) ,
82:AD:93:41:7D:2E, 2023-07-28 11:41:02, 2023-07-28 11:41:02, -57,        1, (not associated) ,
A2:08:3A:C5:9C:D6, 2023-07-28 11:41:02, 2023-07-28 11:41:02, -65,        2, (not associated) ,MGTS_GPON5_C59A
36:2E:78:D9:33:44, 2023-07-28 11:41:04, 2023-07-28 11:41:05, -57,        5, (not associated) ,
DE:9D:37:E1:AB:34, 2023-07-28 11:41:04, 2023-07-28 11:41:04, -39,        1, (not associated) ,
5A:4C:12:8D:88:6F, 2023-07-28 11:41:05, 2023-07-28 11:41:05, -65,        1, (not associated) ,
CE:10:3F:1B:4C:C0, 2023-07-28 11:41:06, 2023-07-28 11:41:06, -35,        2, (not associated) ,
D2:A4:8B:AB:E7:FD, 2023-07-28 11:41:08, 2023-07-28 11:41:08, -55,        4, (not associated) ,
72:64:E6:EC:8D:4A, 2023-07-28 11:41:08, 2023-07-28 11:41:08, -71,        1, (not associated) ,Rayskaya_banya
A2:EF:93:D6:84:56, 2023-07-28 11:41:09, 2023-07-28 11:41:10, -61,        2, (not associated) ,
FA:DB:88:D2:B7:2B, 2023-07-28 11:41:09, 2023-07-28 11:41:09, -51,        2, (not associated) ,
EE:A4:FD:C1:7C:CA, 2023-07-28 11:41:10, 2023-07-28 11:41:10, -57,        6, (not associated) ,IT2 Wireless
9A:32:11:53:1F:AB, 2023-07-28 11:41:10, 2023-07-28 11:41:10, -41,        1, (not associated) ,
DA:A6:A5:8B:A9:16, 2023-07-28 11:41:11, 2023-07-28 11:41:12, -43,        2, (not associated) ,
FE:EE:B5:A0:9C:E3, 2023-07-28 11:41:11, 2023-07-28 11:41:12, -65,        3, (not associated) ,
2A:F7:33:1A:D5:5F, 2023-07-28 11:41:12, 2023-07-28 11:41:12, -39,        2, (not associated) ,
FE:A1:11:53:1F:AB, 2023-07-28 11:41:13, 2023-07-28 11:41:13, -39,        1, (not associated) ,
86:5D:56:C6:2A:F4, 2023-07-28 11:41:13, 2023-07-28 11:41:13, -59,        3, (not associated) ,
EE:73:89:7B:14:FA, 2023-07-28 11:41:14, 2023-07-28 11:41:14, -65,        1, (not associated) ,
